ndvi,evi,ndwi,temp_media,precipitacao_7d,umidade_solo,poluicao_indice,perc_mata_nativa,perc_agricultura,perc_solo_exposto,temp_colmeia,umidade_colmeia,variacao_peso_7d,atividade_abelhas,anomalia_acustica,mortalidade_observada,classe_risco
0.41217808319315374,0.43740316033854176,0.27179754507756343,27.97897861019166,77.79083448933864,0.4028707860345233,0.9135780114026949,0.04384094084909,0.7699977630955646,0.1861612960553455,33.494394143393905,50.10244327446701,1.8112160160458455,0.16555317977469386,0.7725019656847065,0.42169371371818176,atencao
0.8155000144869413,0.4114682204593252,0.3771791876126665,25.411235656459144,20.686363452619947,0.5913808366766992,0.525360481819498,0.04656082543446295,0.14143301046636916,0.8120061640991679,37.6946951327141,70.69777116210258,-0.37823355168716155,0.434935900363409,0.4811443597959755,0.10953660497737128,atencao
0.6623957592679836,0.1166673427741832,-0.08710228602637585,18.645535778785884,104.68734760257779,0.13130779139366228,0.7249102718360844,0.6741338807232549,0.22102189721678445,0.10484422205996065,34.565335271157664,65.60235398288778,0.2471819892312883,0.6314991066734976,0.7889583350103461,0.24754428701804598,atencao
0.5690609389379256,0.32181108795700164,0.23114298466594912,10.193930733691317,73.57394868830897,0.13435892771969732,0.4360482979725878,0.2812067065915301,0.6841420802184759,0.034651213189994166,26.416143912900537,56.35905812041859,2.450523044133055,0.38540311851801956,0.07350827680267524,0.8824212084869503,atencao
0.25921304830970554,0.34712715221080714,0.18598408567218644,24.88717665702442,18.86446602683451,0.41193193418089985,0.6300345775424382,0.5648732760292123,0.37503508779788597,0.06009163617290163,28.154864025320443,46.951281840183455,3.8867542670011455,0.3575995256864599,0.1915939679029951,0.36084992627935897,normal
0.25919616423534186,0.3592348075829853,0.4079058202700305,18.568779656867292,115.48056689774482,0.6651461246829411,0.3405759374211187,0.21471860849654706,0.46151743548525836,0.32376395601819447,28.728579128525624,53.45073496729727,-1.5500307924420191,0.0009989922669426665,0.5515342496463607,0.6205526585948811,alerta
0.19065852851773962,0.47711203999776597,0.47017400140907156,32.03824902131605,62.20385560023848,0.3197485429409902,0.30115901978544535,0.35726103067962595,0.3381386583491863,0.30460031097118767,29.383692311962363,64.60536067355214,-0.921308836260363,0.8042934637771141,0.947088324752695,0.6659656183070333,alerta
0.7563233020424546,0.446841655372471,-0.2896667442442212,10.718387958114505,8.7478142245986,0.2625123651655517,0.5782297861695137,0.2643538057155671,0.4483252269354944,0.28732096734893847,34.611857663158574,52.537660737467746,4.376654567261713,0.8893376120214482,0.07475784672178032,0.781829275143312,atencao
0.5707805082202462,0.49513831031573907,0.2729169311999738,27.544834339173725,75.21994852980806,0.4443480600786257,0.49812967418398035,0.5111904431200868,0.3218676076261899,0.16694194925372344,33.56741825703169,45.74482167871159,1.2066061316850085,0.9694635295458321,0.04308421615686431,0.18280003024563096,normal
0.6456508044572318,0.5971741200023833,-0.2559395707482303,38.244227125181965,30.38386884153723,0.6547915903542701,0.5795363691499811,0.16400867428846894,0.5872158286238085,0.24877549708772245,28.453720652191553,40.823137444581604,-2.3893436457849906,0.7192713850692155,0.15655067492785568,0.3048131346144355,atencao
0.16440914600706172,0.6284407301654608,0.1665298653157526,15.232278013344985,96.4432142252763,0.5940030913490054,0.286660581287023,0.08515186794393349,0.6722055444623972,0.2426425875936693,26.14843233874668,78.98834689547826,1.9732562502114446,0.5487923123698846,0.6411531288601565,0.4483363414581806,atencao
0.828936896513396,0.5667799995472214,-0.0555121803128735,24.14948472251786,98.13864882794287,0.6970643469765929,0.36695783181699526,0.3593934340680233,0.2127290899721809,0.4278774759597958,27.91434747607021,57.01564878759528,4.916859399854417,0.2692845198087094,0.39899291667024717,0.36484106123827353,atencao
0.7327098485602952,0.7210904023707075,-0.03923989040617992,12.742659754514145,117.47368270255943,0.06466957908154511,0.08389796062890931,0.1883290846477523,0.5102648684723976,0.30140604687985,41.73448231451626,66.2604160871465,3.4110820802336006,0.9992994759634984,0.8255523794176862,0.9829052328596898,alerta
0.2986373774747933,0.11185117873963507,1.47279345031337e-05,28.770457367840578,60.224343722940446,0.12335779406329545,0.05227637227220572,0.245626203038957,0.47050768471675214,0.283866112244291,32.96529814645503,59.52051805684026,2.7116702289626247,0.5897528545321056,0.07193315148136581,0.8349408032137124,alerta
0.2772774770449704,0.22725569069430498,0.22809858169216862,26.515950417886767,54.594825567328456,0.44615404618830423,0.25345712967301626,0.726845657512402,0.23669976204699447,0.03645458044060343,39.74487357993591,78.62832591789817,-2.127580111603577,0.6811540723304462,0.19641408681470107,0.47968675462048604,atencao
0.27838315689740367,0.10491586873579238,-0.016057529181546126,22.220965726384968,90.41707265357768,0.5833746855670023,0.07424685933054576,0.32871919999955995,0.4153117800317343,0.25596901996870564,39.428791933370334,62.346742622410545,3.8852580621560646,0.6824061619553177,0.3000264054648957,0.8792686260864679,alerta
0.3629695700716764,0.5208585642004919,0.32279419300173845,25.641310644212236,15.896478761031187,0.2354088224993982,0.1037747086347407,0.6082028578707722,0.07126729277166978,0.3205298493575581,33.69583247686885,59.039070897455666,0.7320995918199182,0.8452517957571815,0.6267300866887853,0.3476529475832968,normal
0.5173295021425665,0.6837198568174915,0.043848277737789265,36.897239754070306,65.6298616551749,0.20548720722224217,0.8129284053939371,0.26802596493668945,0.41209150567116315,0.3198825293921474,37.01369104382924,81.23004952108563,4.0036101986476,0.00967253884691921,0.6851726903015473,0.7858283238902646,alerta
0.452361513049481,0.25826349277459454,-0.24189977973653515,15.888829069332012,65.54971201570211,0.5615342695977805,0.0388736970166893,0.6759330993328729,0.15947812734407918,0.16458877332304792,28.276784177016108,70.98447980226773,-1.0315495351760862,0.22024694043137183,0.12420329396377383,0.22367559810645365,atencao
0.35386039813862935,0.7025724541175993,0.3661958661114912,10.676935351160417,10.736774737246467,0.08664820500460052,0.6589427939347428,0.7310596761903924,0.07333487364972566,0.19560545015988198,36.70274398375744,40.57749536734286,-3.441540526281105,0.665534000170014,0.9438047089917395,0.7723220452263659,alerta
0.5782970263056656,0.13917380368821455,-0.05710542409619987,35.84994654097303,50.15809026082963,0.2900987209286803,0.2725577488154005,0.43701828181785024,0.3274173925135347,0.23556432566861496,29.63053784747592,43.885223059840705,0.2837837179377152,0.8951457368245678,0.34104413519020915,0.45645340319572836,atencao
